item_id,min_price,median,quantity
17198,1979,1980,119
193254,7420,7500,40593
194014,33250,35000,12
200770,125079,125079,13
52754,19076,19080,30
45060,1693,1697,36
44457,1219,1221,42
38855,100,100,35
194807,6000,6000,187
208188,199900,199900,18
168190,400,445200,139
41603,1685,1687,53
130221,3850,3900,38
38889,54741,54741,17
76892,2573,2573,40
52175,1478,1478,80
44463,10021,10027,91
197787,85,120,15053
52104,9500,9500,5
76684,300,356,16
158327,555,555,62
40771,1000,2100,121
52085,1777,1777,216
76084,1552,1600,108
76693,413,790,22
55053,200,200,62
2070,1,1,142
37705,1000,2000,5080
210452,500,500,21
43104,380,380,1971
74650,247,350,580
194761,3014,3822,1890
199984,500,523,122
183953,233,233,711
172042,196,299,691
2592,23,206,69716
139389,5003,502453,2
194008,379,199900,951
36923,83,899,947
57193,99,99,254
52748,6581,6993,164
36781,1649,1714,149
3820,290,1890,9341
9308,4,14,250
130219,2450,2500,16
153715,830,445200,444
174327,600,13997,1686
191396,133,100045,3567
2313,10,10,62
76641,848,1148,12
53039,41099,44700,225
76642,300,300,22
130220,12000,12892,21
4791,55,99,66
173048,54998,60262,166
76606,4425,4425,20
22795,16,18,426
39933,100,113,17
177840,499499,499749,4
151567,75,109,735530
177841,134095,134095,9
41495,113,113,3
173080,39900,2519949,4
173084,39900,39900,8
173071,15300,15300,22
173070,11731,11831,12
173101,30600,30600,11
173100,47500,2523749,8
173099,12099,12099,32
52173,6928,6928,83
173097,37500,37500,41
173098,39900,39924,46
24054,172,172,220
13458,1502,1504,50
173089,59900,64900,12
54447,599,1800,165
193245,5187,445200,323
130172,868,2099,1892
130175,949,950,562
38799,45,58,82
199941,500,500,59
44208,9999,4900099,5
38911,1758,2208,12
127004,900,1090,8924
176860,2198,2199,3
173086,29956,2609999,8
151256,790,790,90
173079,28900,29000,12
193894,3300,3300,208
104314,108,3221,236
192869,3465,3699,1701
193228,2098,10000,10503
192966,4323,12516,288
193231,2503,5649,15041
21884,19445,39925,6641
81175,50,2500074,8
23424,1069,1847,33703
194855,2880,2880,2627
167862,999,1499,394
194815,1296,1296,182
74822,7,83,147
173163,14000,50000,492
49084,6900,12500,720
44455,302,1905,58
168645,1,19,154045
192979,6900,6900,463
109221,50,50,103
8827,1300,1497,1562
60398,21,32,93
3385,9,24,525
11392,16,19,181
62012,450000,450000,5
173128,4653,4700,526
62018,400000,400000,7
118711,1380,1380,8995
27435,100,16969,1727
61994,179499,2599749,8
2457,400,2508,1118
3824,1799,1799,246
197750,50,67,10428
32079,147800,147800,4
20432,2227000,2227000,2
20435,100000,100000,2
197754,34,45,47667
20433,98800,98800,3
184346,5000,24800,6
53072,23,209,9255
194768,3185,3389,5137
173102,49999,3437500,6
8948,2,3,123
173103,29900,29900,25
13465,325,378,6835
192623,60,2500060,104
5527,1,40010,2097
5472,1,1,301
154129,351,351,151
154128,520,525,116
118225,4,17200,557
67401,100,100,9
192916,276,299,2525
199976,800,1100,95
52128,111,189,20
62270,92,192,8
153709,1990,1996,118
155814,500,500,54
19225,10,10,133
128851,21000,21000,5
198278,6533,6533,45
10646,4899,4900,14
204823,1300,1300,27
204827,1000,1000,173
4404,1159,17200,792
199193,400,500,65
130216,176,200,163
147777,2224,2501111,4
49110,63507,65007,5
2604,1,1,190769
81924,2046,2273,12
198210,3498,3498,90
76092,50,50,94
198213,4500,4500,20
76081,290,3090,315
198228,10000,20099,20
104344,999,4999999,69
110610,48,275,10613
13851,69,70,88
2320,10,100,531567
6291,8,250,1898
193229,14000,14000,1792
192955,30410,32683,1214
203652,8000,8000,39
197795,1960,1960,164
4586,20,20,56
52156,2069,2069,4
52102,224,224,7
52020,100001,100001,2987
52105,198,198,14
27669,108,17097,1799
52774,25541,29971,102
12803,5875,6000,2108
12800,100,1200,1177
213206,9265,9265,2
151564,471,1020,45955
213030,13500,15000,3
213037,2200,2200,3
155620,3800,3899,6
192672,168,168,61
82443,131,231,84
45621,99,339,343
76080,200,3000,311
858,1,24,1186
76075,100,3000,427
9318,100,300,148
109122,3000,3000,27
210247,900,445200,603
192096,76,76,69679
38875,6490,6497,38
38869,4927,4929,23
130183,338,338,72
153435,1542,1542,23
128847,100000,100000,31
108300,3465,17200,640
192095,99,199,45869
42459,1900,12500,446
3729,2,5,269
192833,187,190,28403
162517,522,4104,1325
194967,15,77,294109
192615,63,99,11224
200570,1600,2404,346
163782,1000,1613,978
163143,430045,430045,34
191385,100,480000,4739
38973,2430,2437,115
2459,433,881,2337
163077,366,2933,1206
171269,539,445200,217
58084,400,400,188
192951,20040,34739,91
191381,2095,2098,3768
198236,1884,1884,12
200567,1899,2626,123
198619,16315,16315,8
199054,449,176109,142
198309,14000,14000,186
200565,1466,2200,28
198176,6000,6000,164
192834,1899,3200,5010
194690,798,798,371
206968,1800,2065,167
193218,99,109,122672
201319,29650,29650,261
194752,594,700,1893
162558,82500,82500,38
191333,628,981,599
38805,410,410,5
74701,217,218,102
189153,209,313,699
197772,69,74,750
189146,75,975,722
124461,1045,1334,14589
38867,11,11,30
109139,27,900,4790
38810,94,95,32
109140,43,45,7171
38807,150,194,35
31906,300,300,19
172231,29,50,48552
173037,20,100,21887
93351,1000,1099,237
198507,2850,2850,30
41806,35,17197,1454
41812,79,196,3348
124104,500,1900,34682
52078,900,7500,2449
190532,19995,24998,1100
200038,12073,13575,549
193935,36645,37545,389
124438,1,99,194914
178222,19,480019,1173
124439,1,60,373847
201428,4900,4944,100
128304,93,97,16530
199979,543,545,39
24271,28656,79956,2346
45191,2,4999,15
190388,200,302,605
204829,1998,1998,597
204825,90,550,398
205686,31881,31881,63
199980,767,859,542
60858,100,19999,166
58091,900,1532,259
200019,28999,29996,25
199991,564,564,178
200049,39800,43599,231
200030,4292,4292,7843
200004,611,652,48
200007,2090,2200,26
163208,116,116,16
133564,800,800,1898
101745,4900,4900,7
58146,300,340,172
12215,700,701,102
118565,74281,74281,70
166240,49389,49389,28
41166,1300,1400,54
32598,2400,2450,43
168499,1500,20000,386
22851,800,800,122
21571,170,170,18
3727,100,100,20
62674,370,370,59
153706,655,1599,664
174352,400,7180,195
115502,4455,4800,939
20002,8480,8480,1007
198419,275,284,2531
34411,4200,4200,9
151538,72399,74000,428
213196,1000075,1000075,2
213386,190000,190000,3
193963,94,95,2916
197782,100,100,21781
38772,77,79,16
11406,2178,2200,41
10620,68,69,65064
127844,400,3461,173
33549,73,73,10
204973,1400,1626,18854
11409,22,22,16
44752,322,322,8
10505,24,38,3652
30814,218,218,1
199990,574,574,209
191873,110057,150058,38
94289,6400,30000,2016
198307,300,300,11
19931,45000,49796,447
178108,1895,1895,2
136567,25000,25000,49
193030,4715,17200,100
201327,2945,2945,164
204092,74795,74795,412
194680,798,798,387
172146,1017,1017,5
69237,23,67,1544
193565,14840,21000,1388
198265,27500,32996,210
57099,13,4322,83
34757,714,714,146
122742,2,2,45
133571,135,150,309
202071,45,88,1530
72237,65,72,2863
81402,174,480000,233
32897,30,1000,35247
38898,998,999,37
201419,250,529,384
13422,40,1169,1750
43119,105,556,1023
5466,19,1519,3281
64397,400000,748899,350
172046,13,13,99
113262,14,15,10014
192868,297,350,35953
113576,9700,9700,28
23117,100,200,1663
38895,13365,13368,54
172411,122,445200,178
172437,1500,1500,1551
198549,851,881,653
52775,6895,6895,67
12224,150,175,161
139348,61500,100000,252
167539,3500,12500,640
20877,65,67,72
20876,62,63,25
20875,62,63,40
172449,34998,125000,155
191500,4975,4976,699
4236,11000,29900,2107
193031,1490,1490,2585
12644,30,30,2463
23094,329,329,28
39945,571,571,211
172062,94,94,282
177256,195,195,62
41436,900,900,10
81200,10,10,62
179293,35000,50000,9
12810,3997,6030,7023
13423,850,999,1490
76609,15000,15000,9
44456,294,322,45
38804,850,999,32
198197,26800,26823,1250
58094,1800,1814,100
200573,1999,1999,730
200099,2000,2000,110
7676,87,2300,2132
152509,200,345,53857
172903,611,837,247
39334,500,705,14110
1074,14,14,14
4585,19,20,10
173162,15094,50000,279
156627,100099,100099,61
111458,75,75,1005
63274,99,99,20
172068,75,500000,445
2841,341,381,7074
179278,532,532,41
12365,4,5,753083
171437,100,115,2367
136375,277,99999,63
52190,3899,35099,1703
169145,69,69,5
200054,239998,249433,725
165755,86,86,164
12364,123,943,3157
12359,163,175,21093
16000,57,1027,1579
32597,10000,10000,1
12363,29589,29999,2265
12361,300,820,1280
153443,29499,29683,46
168795,2200,2200,7
32600,30000,47500,3
9335,30,69,22
180058,2475,3182,921
139398,200,200,9
200792,12500,13500,28
111662,44,17200,230
198502,4800,4896,265
21842,398,398,2534
168650,8,8500,7711
21840,40,40,5082
140188,375,375,36
42994,1100,1100,127
194013,179999,179999,1163
34736,300,17200,713
163222,188,4000,672
23077,48,190,1104
76734,294,300,2111
32948,39995,39995,10
74662,11638,13895,534
74661,11876,11876,79
16169,685,685,64
136564,98,98,15
163101,12407354,12407354,6
69863,9500,9500,6
198292,400,400,27
163104,9999998,9999998,4
104348,7084,7084,53
198239,1367,4599,47
74247,19,46,13117
86073,200,200,22
38935,89866,89869,45
13444,51,52,2427
10560,659,17200,639
43009,683,880,1168
11416,5,5,5
207039,4046,4046,998
127759,35,225,13560
171841,28,44,9366
3403,9,10,82
7909,100,492,17723
184390,399,400,11
9262,35,74,615
60336,400,400,31
9060,6500,6500,143
3301,2,2,27
4460,45,45,42
44772,200,200,301
7910,124,575,3684
159467,174,174,34
191948,89,445200,237
38873,49754,49762,192
4428,75,75,7
44264,24453,24700,9
44261,41085,41085,15
3402,100,100,10
44284,59799,59799,40
44281,34748,34748,12
52242,25086,25086,22
39211,20,20,71
44262,1099900,1099900,4
76639,300,400,57
44279,494901,494901,28
44260,1400000,1475100,6
44265,2592810,2592810,8
44266,7128,7128,10
44278,57220,57221,9
44773,200,200,77
44269,85140,85140,15
32428,50,17199,8730
184308,50,100,110
44263,237600,237600,10
44272,80000,80000,15
3931,45,58,21
44270,33554,33554,27
44271,8899,4999999,6
7096,99,99,39
108298,593,680,621
44286,4000000,4000000,6
44287,85025,86625,23
44289,50000,50000,9
44290,70000,246000,12
44291,1386,1386,10
44292,35400,35900,8
44293,55051,74900,16
7971,384,854,1253
168427,35900,35900,225
5500,516,3999,612
43127,1036,1139,1412
45981,25098,49998,8
39343,745,745,4929
67388,762199,781099,4
85584,1095,1107,565
154882,13,13,1118
2456,22,99,622
200057,43198,43252,466
39151,735,853,3540
192959,14343,15097,27
72103,1400,3900,39913
34052,144,460,45729
74863,350,398,12692
72094,1418,1420,21303
209034,8910,9000,8
10586,19474,19999,102
20874,68,70,30
24401,65,500,4592
38852,62,67,61
74728,1598,1598,16
76683,105,105,13
102218,30044,50087,1201
109134,30,2534,9568
194723,593,593,7
197786,130,174,54439
191395,1300,9900,1657
76573,99900,99966,6
15415,66645,66646,5254
201314,1795,2793,121
76648,651,651,8
213026,10045,10045,2
76676,300,300,33
7077,6,79900,11006
83007,685,685,316
168640,800,32170,254
6888,1,2,185
111595,1100,1107,2169
76088,300,370,101
8167,465,475,1676
109137,170,299,13537
39340,2044,2280,1263
147776,1436,1436,151
19026,520,520,4764
787,24,26,295
23826,30000,30000,31
76093,138,139,142
37101,140000,140000,33
11370,1592,3987,29785
81404,475,490,78
205413,250045,500077,2348
41510,100,124,2947
169152,500,500,48
138729,15,50,8775
198310,1108,30088,71
213182,20000,20000,2
204834,120000,120000,2
204839,7352,7426,4
25700,900,974,649
204840,7501,7501,3
204842,2758718,2758718,4
194035,1827,1827,22
31901,262,275,31
204234,200,200,18
81403,31,31,138
22446,142,190,2189
198413,189,193,9850
192954,12046,16646,98
43004,50,74,686
201164,1000,1250,6
213213,1429,1429,2
204972,99,99,4893
191341,3050,3099,45137
204442,3500,4999999,18
23559,80,80,224
191250,24585,24585,49
166343,13,13,132
2581,18,19,340
194760,3500,5000,374
192884,1274,17200,1292
174041,1671,1671,35
4358,7,10,453
124115,199,438,74572
4384,14,15,62
4390,8,8,359
205016,349999,399949,34
4558,4999999,4999999,25
200058,305873,306023,687
213361,75000,75000,3
154883,67,69,658
41369,3999,5000,26
116268,1575,1595,533
52249,2384,2385,75
142103,1048,1069,6
20424,390,9997,1209
31910,254,266,40
11444,86,125,27
7966,123,124,2606
3478,100,110,1265
2863,5,5,104
27667,45,45,325
32620,2248,4779,12406
38845,334,334,77
38769,300,300,17
193378,4000,4977,409
180059,6373,8272,149
29533,195969,195969,24
159787,9990,9990,62
4395,2911,2915,34
111589,67,275,955
137289,99900,99900,195
4357,7,17,17021
65365,8000,9469,1194
153510,5555,7777,13601
86432,1449,1494,63
67749,1099,3809,6984
153445,10095,10096,24
192885,285,287,16074
194691,61,61,11554
169445,14083,16684,1722
122347,125,176,620
200852,1499,1500,22
200795,753,753,70
192630,68,102,104
41731,7,100,457
43521,742500,746250,4
2290,1,4,69
25651,25974,25974,13
38884,9626,9628,21
38972,17003,17004,20
110625,1328,1332,41
38823,6692,6694,21
110631,845,849,58
10548,12504,48873,39
38888,11598,12034,20
194826,2477,3334,1811
52139,14999,14999,81
76582,100000,165352,4
76585,1465,2092,9
76612,1000,1000,4
59595,300,640137,6
127760,300099,349999,4
76600,9000,9000,5
199962,512,512,22
192857,200,301,3221
76542,300,300,8
180445,35000,40000,691
76583,99999,100000,7
76620,3000,3000,6
76624,90000,90000,3
43010,700,2046,1060
13930,5,5,133
113992,2399,2444,30
38828,120,124,78
19283,2272,2272,12
200938,3698,6967,418
193943,12526,53870,663
5048,143,143,66
198189,575,740,2340
765,300,524,152810
191515,1820,1820,1157
109626,95,200,435
87277,460,500,1628
116812,2816378,2844826,3
153625,100000,120000,15
151651,5000,41456,100
120269,25000,25000,3
113135,450051,450051,5
192835,1311,1481,3985
115354,31,31,63
199206,600,999,409
75026,15,20,161
41266,4000,4049,211
201046,2219,2219,455
200871,224,225,23
32227,150,3415,2708
6372,30,1864,1748
197746,15,16,24088
18045,99,100,41
192718,2099,2200,16
124113,106,297,95224
153633,45098,169999,19
211943,50,50,110
6290,40,48,84
159826,999,1198,208
2595,2500,2540,70
2447,286,600,143076
172041,84,101,593
193962,276,276,122
120328,1501,1501,4
191330,472,111190,1110
33185,125181,125182,5
193926,5705,5800,553
2940,109,110,13
54623,75080,124608,4
198420,368,375,8374
24479,18078,18078,4834
36908,214,216,1549
4481,1500,1750,6
24539,485,485,16
55982,53,4800053,28
111601,1160,1160,2510
158186,10,18,28738
39915,94,97,29
90146,198,220,15856
41447,106,106,8
194970,25,37,733294
129287,4000,4000,13
129285,3499,3500,21
52780,7971,7971,58
21153,40,9999,1146
52785,11876,11877,15
43103,899,1177,3177
129288,3200,17200,79
53068,5981,5981,10734
192924,7000,8000,68
111659,93,95,273
52183,697,1700,18529
23736,128,136,857
44329,600,600,119
2687,1,1,220
31896,949,998,222
2682,2,2,18
116119,3,3,27
151718,40000,79900,629
132982,50000,329341,11
132528,14940,14941,9
163098,1547,15000,36
200074,1239,1280,22006
162560,600,15000,24
163018,13499,15000,26
160059,3,3,22064
159845,499,5000,41
52722,121,9900,3449
179300,33,33,1
12735,32,32,13
198268,8075,10000,797
191350,7800,7985,2209
144329,14997,15000,96
108347,300,500,165
5631,563,588,224
108355,1000,17200,431
108348,300,300,966
52176,1450,1450,24
52776,7545,7574,52
200105,63,63,33
168232,11700,11700,71
68785,23044,23047,39
115355,900,900,60
184051,13021,13021,11
116172,1098,1098,246
38991,468,726,5
1710,120,1000000,309
76076,100,147,10
114013,498,498,7
19305,4,5,38
19306,30,683,80
29453,5,2752,66
3728,31,31,50
6048,6,69,415
33236,3,3,42
191357,728,1090,588
191497,2269,3069,14610
87236,980,980,82
191494,9096,9983,1969
89683,329,349,24
72096,799,1599,8326
97624,275,275,205
110639,2999,3199,50
110640,2300,2300,40
110647,2400,2849,20
110682,9033,9036,32
163695,3045,3045,591
132526,19383,22143,6
38936,49959,49960,16
31670,250,3507,8555
201317,1500,5005,42
9088,9794,9794,66
191380,365,398,3519
785,100,325,11383
74651,250,400,154
158759,1898,1899,10
155600,5000,8000,21
43013,143,2543,69236
108344,500,716,406
14529,9,325,316
108345,999,3021,605
90551,200,200,9
192883,597,17200,416
110638,2400,2600,27
7074,4,4,20
4757,1485,1500,6
1476,250,411,9
198207,199,200,9
57066,74913,74913,14
192942,17040,18633,1408
57068,4948999,4949461,6
15419,6875,29900,9417
58259,82,480082,56
197720,10000,445200,66
179307,19199,19199,17
192936,8095,8595,7
82960,290,290,30
97546,184,17200,364
7972,20,58,3675
52778,9904,12415,14
2515,2098,2098,1664
122346,1218,1218,167
201409,149900,149900,211
198415,4000,17200,2151
191511,2475,8281,40
22203,200000,400000,638
132224,45816,45816,5
158868,99999,50050039,6
136857,200401,200401,9
163908,10000,10000,5
153608,24500,59699,22
173083,4899,5200,9
153624,2500060,4899899,14
201698,1880,1880,874
132516,7521,7521,2106
192720,2162,2162,9
200790,1287,1300,130
108353,903,17200,248
192923,7288,7495,24
13443,99,299,325
62000,96666,96666,7
44280,494800,494800,6
81400,16,19,48
62778,2799,5498,21666
62008,19999,19999,7
86070,300,1500,15
42993,594,594,126
85501,44,44,77
33825,1175,4475,26
179281,9999,316773,24
90058,1189,1191,23
42995,399,425,24
33866,762,962,50
52121,160,167,59
44499,340063,340063,10
108357,4500,5000,15
97622,90,695,493
192860,180,244,4452
128834,300,300,122
109144,50,275,64834
38625,1093,6493,57
158818,4500,4500,10
152511,99,288,76783
13754,587,17095,774
192946,100000,100000,14
105724,676,678,94
179273,799,799,25
179274,799,799,24
179269,599,599,19
3241,100,100,128
34761,55,55,32
198492,400,500,3086
179025,899,899,20
192703,3105,3105,6
179021,999,999,19
179023,799,799,27
29393,511,511,33
179275,1500,9999,24
187701,1470,4945,68096
7097,2,4999999,129
34861,54,55,276
136654,97,97,469
132194,90089,900089,4
7069,950,17200,4285
193942,125,49965,2449
23784,2521,2922,620
6043,2310,2642,70
169117,999,999,21
154705,2338,2338,340
41593,5900,6045,885
43000,1123,5346,85
4375,973,974,2675
3182,13333,29938,17662
34768,360,360,24
58087,16500,17478,696
14227,2473,3592,944
62661,150,150,200
130246,90000,90000,33
17771,275000,275000,210
191327,4000,445200,369
201469,19,199,4139
11186,70,90,74
57194,488,490,38
4593,20,20,66
47556,1250,5322,6722
108364,399,399,320
108356,168,17200,63
193555,27800,510099,950
74851,80,80,1112
42751,4061,9019,196
166344,14,1999,1261
172416,44,445200,187
191348,718,445200,528
38960,266,387,104
197722,1795,1800,2497
198293,551,553,234
43465,68,775,56
9233,8,8,193
101661,20000,23500,30
192935,25953,29106,2528
142266,6,504,12415
191337,537,700,1462
182737,17,17,78
38806,75,84,91
38794,99,120,70
38833,57,59,131
32715,22192,34460,82
159900,699,699,11
163060,1871,1871,53
159899,1256,1299,13
201413,540,540,97
201416,1100,1100,111
199996,500,550,318
163051,300,300,11
104339,799,799,44
200785,4620,4620,9
3530,9,309,469
101750,68500,68500,20
199963,1970,1970,38
10647,160,160,1454
137556,1543,1843,92
194796,4196,4197,352
117453,86,86,34
117439,131,131,40
197788,85,90,17272
108336,413,420,648
169280,1020,1167,297
189152,7982,90000,720
29539,13399,29999,2677
23530,19052,200955,3
187636,25000,39797,88
112158,179,180,5259
204235,99,99,323
31079,9975,9975,670
133593,86,86,5010
128436,7070,99393,34
16040,7000,7100,140
72986,348,399,3121
30810,13,100,42862
139375,14412382,14412382,22
171273,290,502,493
76137,116,119,776
133940,175,175,4380
200029,22200,35000,1442
191499,5300,5300,426
203762,600,600,2242
189156,48500,48500,253
204311,183,183,12
58269,12,17,158
6371,998,998,681
68049,146,9617,605
194791,4250,4253,475
205693,900,900,1937
20004,9900,9900,491
200794,15099,15099,48
166804,3650,6576,2506
195457,1180,1180,321
31911,275,275,20
21885,5650,15470,7871
139175,4500,4500,8
197779,102,104,7818
43400,9978,12495,301
200853,4209156,4209156,18
30820,110,110,26
200826,1455,1455,19
5114,10,10,38
79253,171,760,8164
79254,400,575,4502
27515,22075,249993,99
6458,7,11,830
3383,23,1800,449
132219,20005,4999999,5
39948,200,200,137
204614,25000,30000,160
35287,41999,42000,5
4544,198,83203,338
74708,1098,1175,841
52759,299,299,135
35314,320,420,50
191496,3199,3396,3060
204237,999,6512,219
161347,18322543,18322543,22
205039,820000,1088095,1254
32388,2060,5960,4655
151431,27500,222200,7
179372,5152,5153,5
117471,5000036,5000036,46
213358,10076,10076,1
117470,2000056,2000056,27
101630,16077,16077,34
3726,4299,4300,18
201724,773328,773328,5
59478,222228,222228,60
192707,15999,15999,6
59479,222228,222228,32
59480,93500,93500,45
59493,222228,222228,9
38854,13008,13695,63
52781,10190,10191,27
5137,18,20,58
168646,450,1598,4932
92550,794852,794852,1
108391,9925,13925,89
1697,2421,2421,23
191377,1699,1900,291
129034,5000,5700,7124
172362,192,213,203
192922,10766,11433,1121
4540,39,39,401
200822,1979,2415,16
194825,252,48000,1510
44501,249896,249896,128
11415,4,6,56
193950,43,480050,1904
32225,9900,9900,829
32193,300,400,119
194071,5000,7191,7
43120,4400,4400,3613
173067,19999,19999,250
186662,18799,18799,464
198422,107,125,185596
168185,999,5900,19821
39774,841,6677,1314
61978,2500,2800,7132
171263,25,25,457
38989,799,845,24
200011,24000,25684,96
191503,14,23,87
199974,9000,9000,15
129032,559,725,263857
158188,787,1276,20860
111557,110,298,806282
34907,1845,1845,19
60485,21,30,229
200820,1278,1897,15
173759,175,175,50
179287,11000,19800,6
173056,5499,7900,10331
89888,245,500,841
56551,36900,37000,43
200579,1400,1595,57
200815,9900,9998,7
56503,7300,7300,35
200769,484,484,97
169451,1100,1100,870
44128,6650,9016,4004
171831,200,7500,27005
192656,254,254,3
200841,1698,1698,31
200816,2256,2256,15
7296,263,263,21
192926,17998,17998,3
31884,467,471,20
139503,10000,10000,78
201325,90000,125050,1674
56550,32250,32400,58
178104,60,64,29
71720,61700,61799,50
60486,44,244,400
4539,7,4999999,74
3673,22,22,59
67509,39,39,33
18233,3574000,3574000,10
172368,115,130,65
180732,4,6,68001
13759,320,571,972
58142,9,12,167
44755,90,95,43
62268,30,32,127
3674,99,99,32
11394,7,9,151
11393,171,823,182
62269,491,491,47
192706,17151,17151,8
38939,29899,29900,71
187933,65098,99598,391
74653,99,99,960
43012,651,860,48834
200807,40900,42000,19
39339,1800,4000,2072
39338,949,17200,678
175052,290,292,31
175054,271,271,17
158874,108,108,16
110628,1322,1324,26
144305,9938,9941,23
61998,2000000,2000000,5
116170,82,300,3398
172412,285,445200,149
62002,110000,110000,5
62005,19500,19500,8
38813,4118,4120,33
200813,658,658,29
38832,3729,3730,23
38835,3586,3589,19
200805,50099,50099,14
204702,327977,329000,517
38868,11031,11032,27
43551,3797,12500,460
38872,39054,39056,27
38910,1736,1737,13
38925,15763,15764,85
38987,747,747,93
38997,676,676,10
171301,48,445200,171
158747,110,110,3
44327,774,774,57
205235,150000,150000,6
205242,100001,100001,4
58093,3499,3724,389
200634,34901,34901,614
110617,500,500,56
25416,95,95,49
136638,225,17200,284
205243,45900,45900,4
192687,3347,3347,5
43647,33,33,179
52769,1851,1851,33
12435,500,2323,75
25421,15,20,44
44761,40038,48038,34
25412,129427,129427,164
172366,334,4032,295
25414,1956,1956,29
25411,59,59,51
25409,18,18,148
22824,800,800,280
4480,2,2,18
168529,3400,3750,216
120257,245,3590,1343
42780,84,99,24798
155631,39,39,39
144304,7573,7975,25
20008,1066,1100,158
80593,3082,3082,16
194786,1475,1500,179
52761,10445,10446,37
136568,499979,499979,2
154887,94,99,701
44760,789,789,114
114016,363,370,63
204730,388,400,379
8173,100,142,107
115805,733,844,49
194784,98,100,4679
52126,198,198,12
6889,555,2000,13649
13929,5,5,58
108346,11500,11556,235
38788,860,863,39
87392,6297,6805,1271
22866,6028,6028,114
61996,192096,192096,6
79303,40024,40024,5
79310,140000,247386,7
191498,2375,3898,2834
77272,411,411,27
22797,70023,4999999,3
153597,7777,7777,62903
116148,521,4921,864
153438,370,4599,361
9315,10,10,11
109152,1875,1895,458
123956,20000,28864,240
198256,245,250,46
109147,500,520,60
74719,628,629,165
127837,4992,5000,76
159849,190,15000,57
147868,899,1000,27
141208,1000099,1000099,6
200020,35069,35069,1164
160483,89,480095,65
162561,1000099,1000099,6
23111,166,166,47
160484,1504,1504,23
43086,4599,4599,47
169296,499,499,54
140286,15065,15065,15
118898,10,10,7
163548,2491,2491,6
5263,272,274,21
79285,444998,444998,7
118899,225,225,21
79313,34737,35391,5
79307,35096,60097,5
32716,18080,20081,48
211810,1000,1000,106
193368,312,346,12076
174890,3300,3666,13
174891,7699,7699,10
50816,12585,12587,56
175053,848,1248,33
200806,1695,2537,14
158850,1999,1999,2
200779,5800,5859,13
200765,175634,175634,9
200780,1160,1160,34
183203,10093,33583,6
200788,1346,1346,23
200843,4400,6558,9
38924,135838,135941,30
200835,1593,1593,25
200772,1598,2000,60
200766,620000,620000,26
90556,42000,42000,3
111433,1225,1225,180
154888,95,95,144
13935,30,31,89
172089,100,2000,112570
22786,124,294,8886
40073,75,101,242
46361,498,498,11
203416,60088,60090,1359
170168,4999,100000,130
65512,100000,100000,1
124103,537,1077,26722
52147,13065,13065,9
153636,993,1015,18818
172096,1500,9500,2645
100738,6671,6671,10
213366,23659,23659,3
32468,80,80,223
1178,333301,333301,41
35788,175000,175000,1
197774,25,25,583
182581,4222,45000,1562
169456,2128,2365,375
38890,99926,99929,30
158872,998,999,16
40533,1749,1785,1067
4400,20,22,11669
173911,999,999,1
4592,5,5,93
158796,9899,9949,2
38857,2500,2500,27
203414,79565,79567,306
38848,199,200,13
38846,700,700,42
18227,35047,54547,6
2453,224,400,2317
179288,50000,50000,3
38829,105,111,37
46703,500000,500000,1
40393,17848367,17848367,3
192877,148,386,9292
74833,290,5046,6336
40391,227449202,227449202,3
194574,1400,1400,49
204615,376198,376198,2
192553,262,262,64
200581,170,170,24
195359,100,112,2
113530,28,33,127
90044,585,585,4
90047,1099,1099,15
52161,876,882,8
19236,14577,14594,10
158806,126,126,11
38943,386653,386756,45
90057,94,94,61
176876,575,575,4
140347,49,49,143
140351,98,444,298
195360,100,125,10
168791,2786,2786,7
56046,300,4800043,437
192664,193,193,10
141320,750000,750000,12
173912,744,744,1
184393,259,300,3
176868,93,93,27
52191,2500,35097,1792
141318,1057,1057,12
203413,68090,68094,1230
158820,1899,1899,2
77543,2663,2665,27
132229,89998,89999,7
152560,47,99,136
174383,349,349,2
58266,16,16,11
108360,2504,13841,94
166270,25,25,530
22373,99964,99964,413
6293,40671,40671,4
3825,2000,4908,69
106888,30,34,8
54849,3499,4033,4759
49632,915,915,62
169149,5999,5999,7
45199,999,999,4
132232,80000,99999,7
158744,1573,1573,5
60491,173,173,6
191522,4073,4794,11094
115012,98,5149,6
193944,50032,50032,11
158789,1522,4999,3
90554,2576,2576,3
1205,19,4999999,388
44758,100,100,310
76095,240,240,293
40085,534661,534661,3
128734,374199,374249,2
193053,11,19999,41293
44759,39,39,23
158869,165,165,17
107393,174,174,2
23764,6975,6975,19
107518,200,200,8
107392,400,400,8
10285,24,98,2562
39220,23,4800023,3
33638,28000,28000,33
24275,31308,31308,19
158851,99999,99999,2
39210,25,25,9
169146,49999,49999,1
169139,97,97,14
158866,162,180,5
33548,27,27,1
108980,37,37,16
152867,50,50,6
44768,25,25,8
21536,1188,7777,1208
113276,97947,97947,4
52086,4879,4879,37
128985,3000,4495,63
128984,9900,99969,78
4601,10,480010,417
128983,9090,99996,106
151387,50099,99999,3
151386,72156,99999,3
38974,190,336,7
151390,55599,99999,10
173360,100,100,30
115512,2405,2405,31
151392,99999,99999,3
8364,119,138,651
12216,80,135,207
151444,974,974,5
6150,99100,99100,30
39932,526,526,20
115511,4499,4589,86
194681,500,500,32
133570,14,14,219
39981,113,113,44
172413,25,445200,138
43005,50,500,59
112155,900091,900091,28
