item_id,min_price,median,quantity
58088,11500,12500,706
200050,165000,288977,20
154165,3,21,58968
168311,183,207,168
158377,3000,3000,34
7973,523,550,1482
2672,15,110,10616
3730,5,7,9041
153662,5928,10582,169
163569,1,3,18341
171288,395,395,3260
2589,2,33,51613
113111,473,770,5056
1288,6,97,25108
769,15,80,1007
198614,2770,8999,8305
158189,40,5045,6960
76528,2640,2640,29
60393,100,100,4
173109,285,370,2150
22450,109,9900,2971
62414,42,42,74
76564,655,711,42
2997,32,33,46201
67511,76,76,14
76562,1500,1500,92
1015,9,22,19505
60392,800,1000,106
2251,65,1063,2333
76560,1500,1500,37
62518,23,4999999,188
6470,28,332,1534
200046,24950,124999,211
67510,33,33,78
24477,7,50,57978
39909,100,113,60
173172,494,750,1058
87888,3100,12500,472
22578,893,1000,1501
87885,6000,6785,953
200040,8329,8432,886
22573,68,85,2986
2450,269,1600,34589
108324,15,90,4225
76621,15000,15000,4
201312,500,525,154
76579,10000,10000,25
38870,499,499,37
11371,12599,17000,7699
55057,1800,1800,53
200006,1444,1528,58
153713,368,375,342
153711,252,252,316
22445,117,194,6812
3401,198,297,45
86599,32497,32498,6
76678,400,15000,9
76699,1500,1500,225
39980,215,7500,9
39991,681,681,9
76505,320,332,28
39942,100,143,27
23437,508,508,71
23676,35,46,3720
422,133,133,50
23425,150,399,99864
23439,323,450,140
52115,2451,6725,8
44958,1391,1391,3788
6308,3,28,3476
76565,291,627,85
76643,300,15000,9
21929,25,90,322
76661,1050,1050,236
200614,550,1839,151
76592,200,200,42
192894,42,200,1171
929,3,636,1521
192897,4074,4074,27
27438,55,99,4971
76680,2930,17000,11
199952,500,500,192
27678,14,19,13529
93705,365,380,13
191393,40,119,8489
132517,109992,119926,68
23107,498,498,32
27663,40,40,36
194809,4900,5099,280
193930,775,775,10748
76604,7900,7900,21
204308,500,800,32
76673,300,15000,19
76675,140,17000,19
5503,3,29,4462
76646,2160,17000,19
76670,1030,1030,249
6471,100,17200,486
76687,300,638,15
76557,3002,11000,15
76525,693,693,35
76517,2896,2896,34
52091,198,13000,11
192866,256,265,3026
36931,350,9900,627
173204,29,1034,1022999
76534,216,218,23
44143,900,1000,20
52152,1500,11000,7
44144,200,200,22
76548,541,543,23
172094,5,169,294267
72163,1195,1500,1959
76635,1942,1961,27
76893,7509,7509,37
10306,2158,2158,47
44146,100,238,10
44165,75,271,17
76636,210,300,46
192863,120,285,1889
192867,175,289,2542
193956,19,41,2089
7964,11,15,300
192844,55,102,6357
71807,20000,27948,26
90407,11,25,23081
76506,2133,2133,30
2665,35,76,2495
71882,60456,60456,31
21177,55174,55174,292
171832,199,567,29956
191339,1800,3637,1389
128546,12600,20400,14
194846,408,408,30783
5635,269,300,224
8365,88,120,5026
189151,599,599,321
207041,11296,11296,29840
60388,25,100,126
198253,5549,4999999,3
62277,24,24,33
60406,50,50,33
201420,15875,15975,3570
67397,100,100,3
67407,100,100,5
59594,90070,90081,19
34055,60,985,223962
34056,18,485,47861
33575,2000,4800,58
194799,695,1440,536
62523,3999,4999,15
22525,395,396,88
62522,34,34,28
22526,1900,1999,460
60405,71,71,335
33576,227,227,8
197744,374,392,94654
24245,2099,4000,1552
201466,75,76,999
151133,95000,99942,763
37703,300,2098,20624
136708,9700,11983,686
158773,275,500,32
201883,95000,2500000,400
158790,1600,1600,1
171291,490,500,580
22793,1101,1132,2344
38879,2056,2057,18
60577,53,53,122
163855,139,139,13
200860,350,445,7107
153669,60,3500,28404
43109,597,2598,4531
11404,296,296,51
39469,1100,2176,1687
108349,1400,14999,66
76666,334,477,15
128550,108001,108001,37
12808,5895,10000,27019
158849,5055,5989,24
158765,1899,1900,3
154120,396,425,223
13926,35800,41877,891
198356,114,120,126
158839,988,200035,73
198190,502,914,1476
15408,8199,8500,6511
7081,9787,19997,23890
198220,988,988,277
198217,89,89,281
11291,17,50,6672
194852,2612,2624,21914
168188,1900,2000,531
198232,273,273,89
192937,6640,7000,297
130181,16900,18965,890
155593,50,52,23
168189,500,525,1021
27855,3,4,145
127841,4684,4685,210
158808,165,750059,2547
67438,10000,53525,87
168191,699,699,683
128537,1040,1155,179
153703,263,270,624
158870,175,175,139
37093,8,8,51
168192,525,525,1401
128541,1000,1000,183
171352,199,445200,131
168635,8500,26826,595
52241,30000,30000,2
194805,5500,5605,322
168193,1500,1757,594
52239,7500,10000,91
6522,3400,3999,477
153607,12500,14345,19
153622,10000,15000,6
38820,6518,6518,7
127037,128,17200,6233
52227,14909,14912,50
153621,40000,49899,8
79255,600,1150,8603
153628,4997,5048,14
163225,28,292,502
153632,6500,6500,12
151722,3971,4171,807
52224,32499,32499,90
62271,54,55,55
76669,1206,1206,40
52245,592,593,24
8146,17,17,19
52246,13924,13927,10
191944,15,1919,4058
11403,7309,7309,14
4580,12,12,4
76671,400,417,29
158871,95081,95081,3
40173,12000,12000,23
136653,75,75,87
192945,19686,21672,1977
76659,585,785,34
5471,18,30,9787
192919,26726,30212,2281
61981,300,904,1878
64395,74900,500000,237
193959,187,187,64
52218,12998,12999,43
76504,474,474,19
76701,3160,3160,28
76510,198,198,20
71863,34056,36056,37
76540,353,356,114
151540,83800,84000,419
115815,41480,41482,2
76558,149,149,15
68358,87,6937,63
76571,2066,2066,2
43851,150,4800010,488
97620,29,70,642
198254,400,429,76
97623,1410,17200,350
49300,493384,493384,1
23841,4850000,4850000,14
128538,1950,1950,107
76665,300,300,13
34440,100,100,74
41146,3098,18718,23
109155,475,950,1156
76679,150,150,58
109218,184,2500,389
68356,20000,49498,10
127847,2000,4099,268
127836,20,25,631
109222,22,87,426
34763,129,129,39
76077,275,3075,393
8959,10,13,66
127840,600,699,261
5833,2100,2200,16
8953,49,480049,40
191495,12096,12711,1311
6657,4000,4409,2552
158380,1000,6999,453
127991,85,121,5394
168649,849,1895,206399
52209,2000,2000,72
128714,50437,2525218,2
76691,100,200,22
76685,719,719,9
76690,198,198,58
76688,475,475,8
192701,18000,18000,8
76663,245,245,11
21557,100,100,67
191363,180,593,7571
39520,3,3,98
21593,1777,1999,22
36909,1772,1800,55241
21595,199,200,22
21592,533,533,34
21590,188,200,26
21589,100,100,18
21562,166,172,46
102542,75,105,1015
21561,100,100,42
52185,1475,1824,15198
21559,10,10,72
21558,10,10,45
8169,266,266,1746
8171,500,17200,6719
163643,300060,300060,10
169661,120,121,6
38927,32000,32059,12
178221,4908,4908,38
204710,510010,510010,938
43852,50,48050,816
107603,55,55,37
192626,66,66,1804
109127,135,324,58516
192655,177,177,36
32902,1,22200,10113
158848,50,98,34
170173,24600,30000,204
130215,180,180,287
200113,5680,5895,23403
188658,197,212,180934
189542,1700,8018,13188
190326,949,1143,107059
190331,2500,5000,75911
190315,25,746,639664
74723,419,442,609
192711,2143,2143,9
190321,6000,6400,27923
52327,1254,1850,3421
88487,2400,2999,372
120150,491,529,243
189143,163,195,62018
173168,537,537,1863
2776,1024,1680,2427
87248,200,200,85
191260,6000,6691,452
87244,428,428,82
63128,112091,229991,543
87228,250,500,27
74648,235,928,713
13446,50,199,373
81413,13,13,307
81412,13,13,151
193450,50000,50000,2
200633,86290,86290,9
85569,450,460,1021
200808,545,545,34
111650,95,95,1009
169675,1200,1485,187
74860,1000,1225,1075
130222,2822,2822,96
74856,587,792,1462
193208,1000,17200,1101
63306,300,374,26
61980,81,229,2358
60838,2920,2921,1386
202070,44,425,9959
38426,100,330,12118
191470,3200,3300,44473
199995,519,524,949
4625,869,1762,19186
204790,20,20,657
193385,161,161,5259
171292,493,17200,759
171287,500,1000,1528
205700,2020,1000099,721
38682,9,10,8199
24033,400,400,16
190311,300,302,99276
12210,4,4,234
190953,15,15,781
192847,148,247,8543
160053,1141,1142,484
192859,249,397,1537
123919,71,650,464954
191505,1201,1277,80
24072,3,3,105
151566,8,10,11389
210249,22400,22683,1105
58274,175,175,158
191460,28,46,45915
179314,7,14,31686
108439,11099,92001,878
3664,5,5,89
37252,12,15,35
43652,44,64,303
4538,53,54,49
197742,25,32,269210
4602,8,9,36
139036,200,200,165
24449,10000,10861,2351
132530,50031,242249,10
109120,599,1200,13
15407,449,2500,1576
45912,17900,20200,12
136852,10,10,143
102541,75,75,602
41163,13750,39900,6595
102543,75,76,711
204565,4500,5000,36
191464,259,355,18175
158382,198,500,218
201311,1000,1220,102
78883,22599,44952,323
173058,5300,6900,10636
111450,63,900,149
49908,710,711,898
74642,321,325,101
200768,1000,1000,53
192610,61,61,330
128539,699,740,25
128559,2174,2276,39
33443,5,5,39
191467,59,101,20753
175970,165,200,438358
41611,93525,220067,13
23793,2774,2800,10339
29534,68530,74180,26
15564,13525,13525,7
192862,284,299,3960
55054,32522,83525,28
22572,2965,3161,1741
34207,14741,17316,169
38374,7400,7400,1465
56516,3250,5520,5228
38425,1900,2249,9522
192850,79,143,75239
41802,100,150,5117
192846,398,814,833
192837,115,130,1904
76061,6195,8000,89715
197794,3788,7043,15860
192896,224,225,1269
192631,64,64,155
158861,400,479,17
169130,41,41,19
192645,255,255,15
194580,1283,1350,27
190330,216,582,16963
174283,19,19,202
169138,270,270,27
56151,2000022,13911084,7
194124,650,699,44480
169132,62,62,22
192670,189,189,34
192673,160,160,30
194568,1325,1550,256
190320,334,645,181952
21881,150,99900,7519
192675,189,189,49
178247,322,322,22
173760,28,28,60
192705,3295,3295,13
31883,298,320,22
132200,4499,8900,15
8150,19,17200,7551
163842,23,44,26
85506,30,2400,1868
194819,75,75,7255
192719,8599,9081,16
113274,10099,4999999,6
132216,2543,2543,11
192730,184,185,90
198082,2185,2369,113
74838,223,323,1056
132231,22,22,144
4387,799,910,143
23436,4500,4587,29
132204,21,21,467
2596,98,105,285
25744,3459,3493,3235
52977,446,526,999
80590,161,161,30
80591,12,12,47
152876,2000,8500,8678
15416,532,17200,10851
81410,149,155,205
132525,84010,97608,12
197856,420,420,1046
196583,145,145,342
201417,75,75,29
192912,200,399,483
31902,287,290,25
168310,162,166,484
87579,500,500,462
138292,600,600,1739
147870,580,580,28
23984,20,30,1412
2835,2,15,7196
128991,6699,7149,6
2799,2,2511,725
192908,364,1544,965
6359,275,17200,625
6361,4,5,3808
172051,37,15000,8742
93208,8499,8499,44
192947,18000,19889,17
34054,47,88,390421
34057,113,156,111302
5468,2593,2595,1017
2673,399,17200,711
192934,18222,22199,246
74249,3,103,82671
2674,1000,4500,2338
5504,400,4500,10799
76142,396,396,1180
187796,4455,4455,242
58262,15,15,24
76132,3500,4999,165
37091,22,22,46
200023,7997,8499,1120
109123,1450,1455,8000
128540,410,4999999,32
194694,668,668,204
124671,7200,15000,11222
4461,3069,3100,845
36901,200,325,2005
17010,86,97,427
87232,3590,3590,41
36907,495,500,4253
132186,999,1000,52
72092,334,398,379921
87240,1050,1050,47
130258,2000,2000,253
818,75,299000,2220
814,1,1,456
112287,3045,2501522,4
52325,728,1319,14655
109992,40,95,290
33568,250,349,14561
128987,22527,36107,5
2304,1,2,242
193410,200,900,15
191387,4197,4385,634
32718,10050,24250,47
19278,397,400,21
163701,395,395,52
163698,93,93,37
3770,1,1,124
199985,544,549,75
40216,589,589,54
163700,500,932,41
163691,500,500,63
52338,2400,3700,15
13756,792,1187,296
2838,9,10,7069
58086,12000,12475,64
14344,19,40,51810
200224,40199,59029,6318
168598,35708,35711,118
43115,330,350,879
43124,718,719,1152
43126,2700,2800,2486
12430,45000,45000,6
12205,8,34,37199
140587,936,936,529
87577,500,500,295
197743,100,369,32062
35836,10000,190897,5
197853,402,500,5186
182121,99,99,11
178550,19,19,358
178542,50,50,6
198185,80,225,1355
124669,445,700,128850
18335,30000,71000,1231
205460,62,289062,360
27500,70,70,14
75016,295,299,477
74715,213,215,101
74711,50,50,113
34753,200,200,102
159471,30,500,69
40072,300,300,59
46379,100,200,230
173051,19988,50000,65
204709,410060,410060,180
3355,575,609,10950
200855,500030,500030,25
118006,12,237,1021
17203,22799,22800,297
63291,405,405,7
192836,410,410,9435
192938,11904,12651,1429
3928,24,100000,1590
198219,480,480,1761
111667,85,94,987
198198,3499,3794,343
8165,988,1092,1147
15412,400,660,4127
152544,89,126,1223
198501,1500,1500,106
9179,300,750,157
153666,5000,5000,33
9210,12050,12150,1139
36916,1900,2190,14388
43334,4700,12500,502
36860,4499,5000,1774
40199,587,744,1657
43646,154,158,251
58280,5099,5099,25
52180,1500,7425,8214
9264,4000,5000,69
7911,1491,17200,5120
19284,2000,2276,8
19279,491,997,22
192895,65,250,504
116654,97,1485,3187
193247,15510,19800,4091
192969,59,80,980
193238,34986,37193,1032
111669,31,399,2062
38518,882,882,69
200577,3092,3107,14
31900,49995,49996,8
193029,3192,3192,88
200789,4000,5000,63
52164,8888,8888,5
199986,1200,1598,145
204623,909969,909999,68
111670,20,399,3249
192944,18525,22000,76
44449,331,6065,75
200048,36999,137900,37
192914,110,125,521
23445,2070,3230,6140
41119,4,4,1630
158823,300,300,15
109693,91,400,58831
3170,1,3,16
52094,345,1710,39
8396,3927697,4073968,8
79284,5099,8423,8
8392,239207,239207,7
189145,229700,249900,197
109148,550,1425,884
33462,3,3,62
29449,4,5,120
112273,1500,1791,31
112277,6250,6555,42
79291,239000,239000,6
79283,33561,33730,6
33448,60,1000000,796
44277,14652,14800,26
79288,172400,275000,10
79287,450000,475003,4
79289,12336,15925,9
79290,87003,94530,11
79286,300064,433727,6
31908,400000,500089,10
31889,50097,80099,9
112272,1250,1300,22
213043,276,276,1
5082,299871,299872,110
192628,63,94,77
192683,900,69999,48
5996,2999,2999,64
193938,37499,37500,174
4784,4,4,84
30817,1,1,295797
6261,4,11,10700
172439,218,222,8234
62274,90,90,2
2325,3,11,10606
10290,7,28,8230
62275,79,79,9
22682,5571,7000,1896
168654,15097,16097,374
52843,27224,50024,1437
31904,20077,76177,8
197735,75096,88799,36
173160,15098,26610,624
194542,38500,39900,116
31915,513,515,23
189150,99,100,549
158867,9995,4800029,77
158860,159,164,19
173041,71,71,609
52181,432,10032,4743
163149,749,749,142
41808,64,17200,799
37702,431,431,4241
177028,5188,5188,3
153647,2801,4107,59
128650,1,3,604
120333,12501,12501,1
192941,3000,3000,110
128768,550,737,2065
197793,149,149,31782
193253,401,1524,37947
172410,89,445200,324
199934,1050,1100,205
42546,14,14,535
3676,100,100,67
4606,2,2,70
193249,33303,37056,821
35624,200,490,8159
171266,25,25,889
171349,99,145,378
176811,25,38,283
179992,150,480050,648
171271,180,445200,195
178545,100,100,277
172040,45,45,154
178217,29,29,219
172360,25,445200,162
172414,85,88,334
199942,500,500,64
191373,154,250,1289
199983,500,509,210
154990,14880,90000,423
97512,101,190,910
191371,12900,12997,170
177661,7,1007,13
193928,63,85,73821
193217,90,98,436816
171290,1010,1721,1178
198194,1100,1100,19304
168314,63,63,623
171289,720,1475,1136
143681,3,3,762
68140,2,2,48
159789,5346,5549,99
188792,700,2400350,18
188790,367,367,9
34832,143,146,3030
200616,27185,27190,248
201320,8565,8565,137
12217,10000,10000,30
171351,2425,5586,508
173130,2670,2970,471
173122,2300,2598,100
100739,4453,4499,389
109076,254,510,11718
158778,119,4800019,11
38959,485,793,17
199969,1669,3769,597
159140,119,119,10
168447,16300,17000,144
158828,25,25,14
38984,1481,1483,46
199992,538,545,147
192858,340,388,20719
199966,1500,2400,166
213201,281,281,1
38860,1000,1869,33
153480,11691,11810,48
15410,9500,35000,2431
195459,247,248,390
168419,3992,5129,838
192903,190,354,129
132524,82505,82505,10
23782,8361,9127,482
27660,74,200,82
41810,70,200,2020
168500,8888,8888,536
71843,42975,299998,95
190451,3800,4397,31035
71852,42084,49058,159
109629,12,258,1415
71851,39035,299998,65
71850,37052,51548,101
71840,32091,299998,69
198498,1348,1348,83
71854,39096,46098,119
41453,1693,1693,4
52214,7200,7200,6
71874,39050,299998,80
76576,1191,1391,6
4291,4,6,10445
38920,3898,3900,85
112157,5046,17200,290
71838,49076,49077,75
105718,525,550,283
25679,88,88,19
198212,3623,3623,101
71871,49012,77962,61
71868,26056,299998,150
104122,2099,4707,685
71866,26989,299998,103
71877,29985,299999,108
191945,1174,1174,10084
104138,2400,12500,414
71823,77360,299999,85
43373,1499,12500,375
79251,24,1000,4515
13466,849,1000,1951
112295,12090,12199,9
43398,9499,12500,542
45789,10000,12500,462
153614,1500,350000,13
139339,19000,100000,149
200061,2000,2671,90536
192663,895,897,14
192613,500,3499,42
40202,10000,10000,23
200044,1071,1100,386
25707,2184,17200,708
87881,4700,12500,567
211270,11100,11486,84
197736,110000,119983,35
52178,1499,10099,10444
71810,40000,89968,716
191382,285,300,169798
71806,29200,29589,92
2452,300,1251,53346
45087,21,17200,1290
3356,494,689,4983
3387,6666,6666,67
4596,7560,7560,9
3819,1044,4525,3406
152506,100,381,53794
62780,39,15999,871
18294,10099,50099,244
52179,1231,10094,8721
109129,133,350,56204
38847,305,340,25
52758,114,114,30
52762,50,300,21
38786,299,299,23
38809,495,495,35
52772,5000,5000,41
52986,1165,1289,2810
27662,9,250,64
27856,47025,47025,28
44722,75,75,40
25699,174,250,2110
33470,13,26,45143
200001,500,500,45
213530,4578,4578,2
170165,9397,65000,176
961,69,69,28
28486,232120,232120,23
27666,45,45,276
207086,45000,45000,103
18632,100,100,16
34748,8,8,13
2321,2,2,47210
81921,220,890020,16
160092,1045,1742,48
140202,57,57,5
140201,400057,400057,7
23737,25,25,94
198209,1066,1100,509
81922,4999999,4999999,22
140203,7000057,7000057,7
140204,50057,4500057,12
35950,9900,10013,49
140205,400057,400057,7
198247,530,538,1195
62527,2506,2506,2
191509,87,96,248
115806,200,308,64
30821,12,13,26
151720,188,208,690
109125,140,200,27721
19699,873,874,232
7286,600,600,7527
43268,1467,1468,65
19768,3575,35075,4530
18253,200,516,57
104099,1500,12500,875
15869,9,282,84
136826,42095,53687,261
198487,124,128,29713
38992,1004,1009,120
194858,480,498,51364
20452,1000,1000,32
44947,1571,1575,41
194862,43034,46044,797
16204,36,105,256073
108363,9999,9999,100
76667,446,495,18
44470,519,520,22
173127,4200,4300,377
133591,138,138,2184
198160,1374,1374,136
72104,30979,32989,5753
76662,375,375,50
32063,500,500,18
192839,96,100,32272
44469,1585,1591,66
197781,100,112,7147
32062,400,1500,151
76552,200,200,21
76553,111,112,19
81923,475,475,88
64392,27200,49950,1050
38953,1560,5265,173
200825,2500000,2500000,6
193243,109,310,8654
3388,449,499,414
2458,845,855,438
58090,50,50,412
162559,150,200,66
24291,200,450,455
152512,777,853,91464
169701,659,1600,60131
176086,1073,1073,141
62659,123,123,166
168586,544,835,8074
198403,95,120,8274
140567,49999,49999,38
193244,16000,18900,9271
171267,753,1249,849
23354,3,5,22
22710,150,264,698
197770,10,11,6378
4398,995,995,60
60389,39,39,248
4421,4725,5099,6
186704,709,709,78
4424,1000,2000,67
1712,50,954,39
174282,100,100,58
68197,100,100,131
130905,700,80069,1636
177061,100,217,7480
20709,49,49,380
169449,242,242,202
76097,134,138,275
5997,55,70,263
163192,185300,185300,17
194725,300,576,227
199989,543,545,112
69772,200,200,100
163147,2800099,2800099,4
171195,1900,1900,101
163152,2476,2476,57
163138,3574,3574,31
62520,93,100,80
163145,4999999,4999999,35
44618,496,506,90
44617,1499,1499,68
163395,5270,5270,51
110609,79,81,722989
163151,2599,2599,50
163399,2800099,2800099,3
11184,89,89,70
163411,2111,2111,66
163157,2221,2243,69
45768,4700,12500,504
53643,925,1000,2451
122348,1152,1248,51
163153,9900,9949,52
128560,2895,3297,34
40036,49,49,74
191933,54,55,645
153434,767,767,48
192661,180,200,37
40035,399,400,186
191943,90,90,1667
163137,1257,1257,60
191338,12628,14008,2804
192899,704,704,127
6052,8,16,221
192898,439,439,339
193379,3865,4068,4579
163207,3124,3124,68
34760,95,95,52
190394,102,135,538446
177716,44,94,441
129100,25,25,6988
13932,25,1368,67
190316,347,348,178446
45932,5290,5414,40
190313,4520,5700,71202
19269,10099,12299,12
13931,100,150,34
58488,14000,32500,1610
123918,908,2200,489389
210672,60000,65500,882
31918,49996,49997,4
2454,53,53,251
54629,33,100,289
212763,100040,100040,4
212688,19980,19980,2
46849,69500,72000,1159
189147,42999,42999,163
35627,4499,4999,3125
22529,40000,40000,17
52721,95,299,21419
194795,2500,2500,151
22449,137,243,2232
155603,35,480037,599
33631,5,5,36
33632,26,26,13
205684,8000,445200,370
197759,40,48016,2627
130217,184,198,156
197855,19,20,346
81409,13,1880598,262
45987,1950,1950,9
154127,435,525,105
58263,24,480025,184
205014,484000,484000,4
191321,399,445200,503
110618,1420,1428,34
110619,782,784,32
38844,40,40,27
38862,95,688,98
38866,55,59,16
118008,3175,3175,20
171370,25,25,298
20531,208,2500104,4
151583,1973,1973,89
76087,790,790,56
191388,1800,3590,11870
57191,798,1010,171
22849,875,875,28
28290,399,399,1
191476,469,525,48003
201045,45099,50099,14
191367,95,172,1395
76098,100,100,118
76689,1050,1500,222
22457,8998,10000,4009
115814,39773,39774,21
35760,2975,3640,459
32209,4340,4340,6
68779,14496,24996,77
76649,1066,1522,231
115811,82056,82056,10
76668,500,289100,47
89680,1946,1946,224
16202,280,489,2908
954,1120,5730,40
21023,4899,250000,80
172419,289,289,95
52131,128,128,4
192845,98,98,96349
130903,1548,75065,2139
52166,6917,13000,10
58148,3762,3998,414
182459,9000,10000,22
52114,400,400,13
194692,392,392,461
194693,5922,5922,179
197850,1287,1287,356
37700,300,385,1444
12037,2,2002,19118
3386,150,194,690
38856,600,636,24
200043,700,795,353
199997,515,515,1008
34113,27499,29998,232
38967,498,498,38
154126,350,355,144
110642,1700,1897,22
193246,816,3563,4105
76694,1010,1010,262
76653,840,1199,244
153707,3500,3500,115
76885,3531,4706,33
7080,5098,19998,42037
43236,1062528,1266873,26
35758,1000,1000,217
130250,898,899,1100
195466,275,275,266
169334,100,100,343
76891,2814,3055,15
76897,7421,7421,16
76895,3000,3055,30
76890,5497,5497,28
2772,475,550,11346
191514,70095,70095,13
191949,35,35,4284
154989,14900,30077,815
38375,275,275,256
38557,100,1200,4868
4265,104,118,189
147119,90848,100000,310
139311,70569,100000,298
174281,14,27,126
139315,60000,100000,314
129018,70500,100000,312
173859,19,19,139
191362,4599,7132,953
3771,2,4000099,1650
139314,78999,100000,595
199944,4971,4971,244
193954,598,598,843
139310,85556,100000,298
38954,1018,1026,13
38779,806,808,12
52756,400,400,61
11942,50000,990361,11
133569,520,520,99
38853,4997,4998,38
193952,124,125,5305
147869,1253,1254,29
38931,444,444,48
52752,4632,4633,65
199955,506,600,187
38955,111,111,50
200042,550,550,496
52744,396,640,12
38822,286,287,41
35952,31,36,53
38261,5034,5034,28
24232,5501,5501,14
24282,5000,8000,8
33449,8,8,70
29460,3853,4154,7760
37467,18021,99969,165
4233,575,1000,1750
38796,17,219,9
38908,275,456,41
205417,8,8,170
4289,2,285,302451
14341,33,53,11558
62276,12500,12500,11
193554,22999,224674,85
34068,98,125,21382
52988,602,794,17578
4360,17,17,290
4365,1,1,266
180055,500,1197,6129
37663,46650,47077,6322
6712,950,975,191
127838,8550,8662,116
172365,99,99,45
183738,138,138,70
177962,147,212,321
117452,600,600,154
74652,1000,1500,143
177715,9,21,107
8170,190,499,8150
198289,1920,2673,26
192906,180,445200,145
177659,97,123,40
72120,33,474,230317
172406,150,445200,173
177660,10,1010,233
172363,143,445200,114
172045,28,693,13184
172370,193,9900,65
213362,8888,9040,10
213211,255,15155,2
213384,200081,200081,2
85504,15,15,145
124117,25,198,2709
38929,170,190,68
116276,62,226,358
17197,598,48998,1378
200045,20000,39800,94
174328,400,722,1114
74717,517,919,112
74718,598,1315,124
168822,1598,4598,90039
56502,1320,1350,49
192652,175,175,80
5075,5,5,275
5342,3,3,11
32194,2000,2000,750
192726,2127,2127,17
25899,80908,81725,25
25890,74248,74248,15
74726,4144,4148,164
113278,250,250,18
192620,63,63,206
192650,555,555,25
23100,100,100,92
173129,3299,3299,512
72162,60,125,7633
39955,387,387,10
76563,100,148,21
193256,9417,9421,6280
76629,222,222,3
200793,1518,1519,50
76544,818,818,3
173161,11000,14750,629
44762,24,24,1
76556,249,249,11
76551,296,296,24
23098,70,70,10
76568,200,200,15
36809,27,27,4
39212,89,90,23
22854,1090,4427,219
76546,826,826,34
42930,590,590,107
76515,700,700,25
193961,1358,1358,4077
152507,222,275,52084
192608,63,63,257
193556,75099,75099,39
194754,23500,30090,2658
62665,100,100,97
196582,1299,1299,300
201222,100,100,22
196585,1500,1500,556
196540,501,501,291
3860,250,573,7938
17408,172,172,46
195455,5000,5000,300
199937,1386,1400,124
184342,5000,24799,20
203862,4828,5133,153
184343,5000,4032987,14
191474,440,440,40255
136561,34,34,10
114056,50,17200,290
95482,25,25,242
95481,25,5033,267
38821,3255,3255,31
158379,75,588,568
194575,3500,4997,1186
197771,40,85,180194
168825,6399,19900,34833
10940,47,100,113844
38946,143914,143917,52
38903,302438,302441,15
142263,20,1079,1932
142264,199,235,540
193557,4555,4800,126
45056,11958,11961,78
24028,1823,1823,12
3173,5,99,6344
175924,27700,50000,55
62237,350000,499470,17
12202,21,17200,2981
197777,100,195,1478
192852,264,269,1417
173059,219,300,231631
38776,100,132,19
71856,36052,131180,58
71883,265051,265051,38
32211,3300,3300,166
189155,250070,2999999,36
32217,2253,2300,414
4611,3574,3817,532
32218,2243,5006,46
127834,35,35,158
39005,600,609,59
2593,21,21,548
159827,37,37,148
17196,2235,2235,88
156930,48,99,43073
204860,19000,65000,1581
34721,275,275,115
151565,1098,1985,42938
191394,150,727,6531
153661,6300,50000,71
188683,106629,106629,15
153663,300,10796,158
153667,8000,10582,1068
153668,2850,6097,94
165016,293,10582,247
192654,175,175,21
29547,8910,9900,216
72093,47,120,56712
201407,3564,3564,2
4304,800,1079,49698
37097,6,6,71
133572,21,22,496
52987,730,998,3259
98118,156,200,22
79238,705531,715531,5
111455,13,150,530
10562,190,297,778
52163,3579,3579,1
29740,3518,49999,17714
63127,1289,55589,1793
62663,833,833,53
28103,100,866,182
111454,25,25,102
53049,230,235,242
8545,8,8,81
21024,1685,1685,1464
29739,198,2546,79916
17194,30,500,7460
19224,1,2,73
74636,156,156,81
81407,475,499,24
154881,90,90,97
192992,34570,34570,254
154166,560,1680,315
198261,63500,63700,42
198233,5000,5000,92
153626,10051,10051,22
183950,500,1995,860
118391,15,25,446
153615,19000,19900,11
35951,8,9,53
74622,15000000,15000000,1
174353,2,1480,19297
156525,799,799,232
4536,10,499999,536
160709,22,40,2446
163781,6500,6500,701
193226,2095,17200,478
175886,49,50,2302
153635,25,25,85662
5498,44,100,568
163052,17,17,22
4338,4,35,83210
89893,250,419,1551
189149,4000,999999,204
783,491,585,974
173060,99,99,5943
7307,2,3,88
132752,6,480006,188
6533,16,24,357
175788,62,65,48822
152641,4044,45000,248
38811,250,250,9
179020,10070,10070,5
33458,8,358,209
36794,145,145,163
58268,9,9,223
152812,10580,15925,771
162027,7000,7500,282
53063,499,17200,643
179270,5291,5292,13
118632,520,2500,123
104126,4400,12500,378
1477,2,48,158
32413,515,555,156
1210,93,299900,12043
6714,75,75,1184
151719,199,600,153
151721,400,400,109
8766,2,3,183
130248,90089,91339,50
10939,229,17200,781
2684,2,18,204
52192,6298,22089,1591
191329,35000,36000,6670
201424,68,68,412
52329,940,1101,36587
68134,8581,10068,83
53010,175,200,10264
52177,431,7588,5092
52182,1054,1749,3108
52719,476,597,1544
159825,584,584,992
52980,28050,32398,540
52555,363,700,34585
152615,18499,37024,397
22792,665,709,1020
180457,3949,3990,236
62784,95,2000,17292
8831,500,1570,1929
52985,600,665,60829
191364,800,1000,7070
52326,1100,1175,85428
176866,72,72,93
176869,53,53,50
36906,301,307,1612
192666,165,165,15
36903,299,383,2297
193211,92,93,874979
17405,4499,4499,42
206969,11613,11613,37
52976,490,500,13288
1206,1741,2000,599
5524,399,549,468
5784,10,17200,900
198416,4898,4900,7488
62519,53,480053,67
